row_idx,date,original_text,n_items,n_matched,n_unmatched,matches
3054,2024-12-03,Tea : Pouka + yogi (Honey) Tea : Pouka + yogi (Honey),4,4,0,"[{""item"": ""Tea : Pouka"", ""usda_match"": ""Beverages, coffee, brewed, prepared with tap water"", ""score"": 0.774, ""portion_g"": 240}, {""item"": ""yogi (Honey) Tea : Pouka"", ""usda_match"": ""Honey"", ""score"": 0.71, ""portion_g"": 21}, {""item"": ""yogi"", ""usda_match"": ""Yogurt, plain, whole milk"", ""score"": 1.0, ""portion_g"": 150.0}, {""item"": ""Honey"", ""usda_match"": ""Honey"", ""score"": 1.0, ""portion_g"": 21}]"
3055,2024-12-04,"Eggs Scrambled(Leek, grape tomatoes, garlic cloves, salt, gee, olive oil, maggi sauce) + Crab Cake + Long Grain White Rice + RCF + MK(Ponmo) Eggs Scrambled(Leek, grape tomatoes, garlic cloves, salt, gee, olive oil, maggi sauce) + Crab Cake + Long Gra",18,18,0,"[{""item"": ""Eggs Scrambled"", ""usda_match"": ""Egg, whole, cooked, scrambled"", ""score"": 1.0, ""portion_g"": 100}, {""item"": ""Leek"", ""usda_match"": ""Asparagus, cooked, boiled, drained"", ""score"": 0.424, ""portion_g"": 150.0}, {""item"": ""grape tomatoes"", ""usda_match"": ""Tomatoes, red, ripe, cooked"", ""score"": 0.629, ""portion_g"": 150.0}, {""item"": ""garlic cloves"", ""usda_match"": ""Garlic, raw"", ""score"": 0.804, ""portion_g"": 150.0}, {""item"": ""olive oil"", ""usda_match"": ""Oil, olive, salad or cooking"", ""score"": 0.778, ""portion_g"": 15}, {""item"": ""maggi sauce"", ""usda_match"": ""Soup, bouillon cubes and granules, low sodium, dry"", ""score"": 0.467, ""portion_g"": 60}, {""item"": ""Crab Cake"", ""usda_match"": ""Crustaceans, crab, blue, crab cakes, home recipe"", ""score"": 0.326, ""portion_g"": 150.0}, {""item"": ""Long Grain White Rice"", ""usda_match"": ""Rice, white, long-grain, regular, cooked, enriched, with salt"", ""score"": 0.784, ""portion_g"": 200}, {""item"": ""RCF"", ""usda_match"": ""Cornmeal, whole-grain, yellow"", ""score"": 1.0, ""portion_g"": 30}, {""item"": ""Ponmo) Eggs Scrambled(Leek"", ""usda_match"": ""Eggs, scrambled, frozen mixture"", ""score"": 0.533, ""portion_g"": 80}, {""item"": ""grape tomatoes"", ""usda_match"": ""Tomatoes, red, ripe, cooked"", ""score"": 0.629, ""portion_g"": 150.0}, {""item"": ""garlic cloves"", ""usda_match"": ""Garlic, raw"", ""score"": 0.804, ""portion_g"": 150.0}, {""item"": ""olive oil"", ""usda_match"": ""Oil, olive, salad or cooking"", ""score"": 0.778, ""portion_g"": 15}, {""item"": ""maggi sauce"", ""usda_match"": ""Soup, bouillon cubes and granules, low sodium, dry"", ""score"": 0.467, ""portion_g"": 60}, {""item"": ""Crab Cake"", ""usda_match"": ""Crustaceans, crab, blue, crab cakes, home recipe"", ""score"": 0.326, ""portion_g"": 150.0}, {""item"": ""Long Grain White Rice"", ""usda_match"": ""Rice, white, long-grain, regular, cooked, enriched, with salt"", ""score"": 0.784, ""portion_g"": 200}, {""item"": ""RCF"", ""usda_match"": ""Cornmeal, whole-grain, yellow"", ""score"": 1.0, ""portion_g"": 30}, {""item"": ""Ponmo"", ""usda_match"": ""Potatoes, boiled, cooked in skin, skin, with salt"", ""score"": 0.301, ""portion_g"": 80}]"
3056,2024-12-04,"Mosun's Kitchen(Ewedu, Fish) + Eba + RCF   Mosun's Kitchen(Ewedu, Fish) + Eba + RCF",8,8,0,"[{""item"": ""Ewedu"", ""usda_match"": ""Turnip greens, cooked, boiled, drained, with salt"", ""score"": 0.367, ""portion_g"": 150.0}, {""item"": ""Fish"", ""usda_match"": ""Fish, whitefish, mixed species, cooked, dry heat"", ""score"": 0.741, ""portion_g"": 120}, {""item"": ""Eba"", ""usda_match"": ""Cassava, raw"", ""score"": 0.419, ""portion_g"": 250}, {""item"": ""RCF   Mosun's Kitchen"", ""usda_match"": ""Cornmeal, whole-grain, yellow"", ""score"": 1.0, ""portion_g"": 30}, {""item"": ""Ewedu"", ""usda_match"": ""Turnip greens, cooked, boiled, drained, with salt"", ""score"": 0.367, ""portion_g"": 150.0}, {""item"": ""Fish"", ""usda_match"": ""Fish, whitefish, mixed species, cooked, dry heat"", ""score"": 0.741, ""portion_g"": 120}, {""item"": ""Eba"", ""usda_match"": ""Cassava, raw"", ""score"": 0.419, ""portion_g"": 250}, {""item"": ""RCF"", ""usda_match"": ""Cornmeal, whole-grain, yellow"", ""score"": 1.0, ""portion_g"": 30}]"
3057,2024-12-05,Indian Naan + Srambled Eggs + Hot Chocolate(Milk)  + RCF(Peanuts) Indian Naan + Srambled Eggs + Hot Chocolate(Milk)  + RCF(Peanuts),10,10,0,"[{""item"": ""Indian Naan"", ""usda_match"": ""Bread, naan, whole wheat, commercially prepared, refrigerated"", ""score"": 0.68, ""portion_g"": 90}, {""item"": ""Srambled Eggs"", ""usda_match"": ""Egg, whole, cooked, fried"", ""score"": 0.785, ""portion_g"": 100}, {""item"": ""Hot Chocolate"", ""usda_match"": ""Milk, chocolate beverage, hot cocoa, homemade"", ""score"": 0.256, ""portion_g"": 150.0}, {""item"": ""Milk"", ""usda_match"": ""Milk, whole, 3.25% milkfat, with added vitamin D"", ""score"": 0.536, ""portion_g"": 240}, {""item"": ""RCF(Peanuts) Indian Naan"", ""usda_match"": ""Peanuts, all types, dry-roasted, with salt"", ""score"": 0.785, ""portion_g"": 40}, {""item"": ""Srambled Eggs"", ""usda_match"": ""Egg, whole, cooked, fried"", ""score"": 0.785, ""portion_g"": 100}, {""item"": ""Hot Chocolate"", ""usda_match"": ""Milk, chocolate beverage, hot cocoa, homemade"", ""score"": 0.256, ""portion_g"": 150.0}, {""item"": ""Milk"", ""usda_match"": ""Milk, whole, 3.25% milkfat, with added vitamin D"", ""score"": 0.536, ""portion_g"": 240}, {""item"": ""RCF"", ""usda_match"": ""Cornmeal, whole-grain, yellow"", ""score"": 1.0, ""portion_g"": 30}, {""item"": ""Peanuts"", ""usda_match"": ""Peanuts, all types, dry-roasted, with salt"", ""score"": 0.874, ""portion_g"": 40}]"
3058,2024-12-05,"Papa Johns(Pizza, Wings) + RCF Papa Johns(Pizza, Wings) + RCF",7,7,0,"[{""item"": ""Papa Johns"", ""usda_match"": ""PAPA JOHN'S 14\"" Cheese Pizza, Thin Crust"", ""score"": 0.261, ""portion_g"": 150.0}, {""item"": ""Pizza"", ""usda_match"": ""Pizza, cheese topping, regular crust, frozen, cooked"", ""score"": 0.438, ""portion_g"": 150.0}, {""item"": ""Wings"", ""usda_match"": ""Fast Foods, Fried Chicken, Wing, meat and skin and breading"", ""score"": 0.623, ""portion_g"": 150.0}, {""item"": ""RCF Papa Johns"", ""usda_match"": ""Cornmeal, whole-grain, yellow"", ""score"": 0.934, ""portion_g"": 30}, {""item"": ""Pizza"", ""usda_match"": ""Pizza, cheese topping, regular crust, frozen, cooked"", ""score"": 0.438, ""portion_g"": 150.0}, {""item"": ""Wings"", ""usda_match"": ""Fast Foods, Fried Chicken, Wing, meat and skin and breading"", ""score"": 0.623, ""portion_g"": 150.0}, {""item"": ""RCF"", ""usda_match"": ""Cornmeal, whole-grain, yellow"", ""score"": 1.0, ""portion_g"": 30}]"
3059,2024-12-06,Papa Johns(Pizza) + RCF Papa Johns(Pizza) + RCF,5,5,0,"[{""item"": ""Papa Johns"", ""usda_match"": ""PAPA JOHN'S 14\"" Cheese Pizza, Thin Crust"", ""score"": 0.261, ""portion_g"": 150.0}, {""item"": ""Pizza"", ""usda_match"": ""Pizza, cheese topping, regular crust, frozen, cooked"", ""score"": 0.438, ""portion_g"": 150.0}, {""item"": ""RCF Papa Johns"", ""usda_match"": ""Cornmeal, whole-grain, yellow"", ""score"": 0.934, ""portion_g"": 30}, {""item"": ""Pizza"", ""usda_match"": ""Pizza, cheese topping, regular crust, frozen, cooked"", ""score"": 0.438, ""portion_g"": 150.0}, {""item"": ""RCF"", ""usda_match"": ""Cornmeal, whole-grain, yellow"", ""score"": 1.0, ""portion_g"": 30}]"
3060,2024-12-06,"Mosun's Kitchen(Jollof, Fried Fish, Mutton) + Rice Mosun's Kitchen(Jollof, Fried Fish, Mutton) + Rice",8,8,0,"[{""item"": ""Jollof"", ""usda_match"": ""Tomato powder"", ""score"": 0.254, ""portion_g"": 250}, {""item"": ""Fried Fish"", ""usda_match"": ""Fish, whitefish, mixed species, cooked, dry heat"", ""score"": 0.721, ""portion_g"": 120}, {""item"": ""goat meat cooked"", ""usda_match"": ""Turkey, whole, dark meat, cooked, roasted"", ""score"": 0.416, ""portion_g"": 120}, {""item"": ""Rice Mosun's Kitchen"", ""usda_match"": ""Rice, white, long-grain, regular, cooked, enriched, with salt"", ""score"": 0.784, ""portion_g"": 200}, {""item"": ""Jollof"", ""usda_match"": ""Tomato powder"", ""score"": 0.254, ""portion_g"": 250}, {""item"": ""Fried Fish"", ""usda_match"": ""Fish, whitefish, mixed species, cooked, dry heat"", ""score"": 0.721, ""portion_g"": 120}, {""item"": ""goat meat cooked"", ""usda_match"": ""Turkey, whole, dark meat, cooked, roasted"", ""score"": 0.416, ""portion_g"": 120}, {""item"": ""Rice"", ""usda_match"": ""Rice, white, long-grain, regular, cooked, enriched, with salt"", ""score"": 0.784, ""portion_g"": 200}]"
3061,2024-12-07,"Broiled Eggs(Leek, Olive Oil, Tomatoes) + Indian Naan + RCF + Hot Chocolate(Milk) Broiled Eggs(Leek, Olive Oil, Tomatoes) + Indian Naan + RCF + Hot Chocolate(Milk)",14,14,0,"[{""item"": ""Broiled Eggs"", ""usda_match"": ""Egg, whole, cooked, fried"", ""score"": 0.751, ""portion_g"": 100}, {""item"": ""Leek"", ""usda_match"": ""Asparagus, cooked, boiled, drained"", ""score"": 0.424, ""portion_g"": 150.0}, {""item"": ""Olive Oil"", ""usda_match"": ""Oil, olive, salad or cooking"", ""score"": 0.778, ""portion_g"": 15}, {""item"": ""Tomatoes"", ""usda_match"": ""Tomatoes, red, ripe, cooked"", ""score"": 0.657, ""portion_g"": 150.0}, {""item"": ""Indian Naan"", ""usda_match"": ""Bread, naan, whole wheat, commercially prepared, refrigerated"", ""score"": 0.68, ""portion_g"": 90}, {""item"": ""RCF"", ""usda_match"": ""Cornmeal, whole-grain, yellow"", ""score"": 1.0, ""portion_g"": 30}, {""item"": ""Hot Chocolate"", ""usda_match"": ""Milk, chocolate beverage, hot cocoa, homemade"", ""score"": 0.256, ""portion_g"": 150.0}, {""item"": ""Milk) Broiled Eggs(Leek"", ""usda_match"": ""Egg, whole, cooked, fried"", ""score"": 0.722, ""portion_g"": 100}, {""item"": ""Olive Oil"", ""usda_match"": ""Oil, olive, salad or cooking"", ""score"": 0.778, ""portion_g"": 15}, {""item"": ""Tomatoes"", ""usda_match"": ""Tomatoes, red, ripe, cooked"", ""score"": 0.657, ""portion_g"": 150.0}, {""item"": ""Indian Naan"", ""usda_match"": ""Bread, naan, whole wheat, commercially prepared, refrigerated"", ""score"": 0.68, ""portion_g"": 90}, {""item"": ""RCF"", ""usda_match"": ""Cornmeal, whole-grain, yellow"", ""score"": 1.0, ""portion_g"": 30}, {""item"": ""Hot Chocolate"", ""usda_match"": ""Milk, chocolate beverage, hot cocoa, homemade"", ""score"": 0.256, ""portion_g"": 150.0}, {""item"": ""Milk"", ""usda_match"": ""Milk, whole, 3.25% milkfat, with added vitamin D"", ""score"": 0.536, ""portion_g"": 240}]"
3062,2024-12-07,"Mosun's Kitchen(Jollof, Fried Fish) + RCF Mosun's Kitchen(Jollof, Fried Fish) + RCF",6,6,0,"[{""item"": ""Jollof"", ""usda_match"": ""Tomato powder"", ""score"": 0.254, ""portion_g"": 250}, {""item"": ""Fried Fish"", ""usda_match"": ""Fish, whitefish, mixed species, cooked, dry heat"", ""score"": 0.721, ""portion_g"": 120}, {""item"": ""RCF Mosun's Kitchen"", ""usda_match"": ""Cornmeal, whole-grain, yellow"", ""score"": 1.0, ""portion_g"": 30}, {""item"": ""Jollof"", ""usda_match"": ""Tomato powder"", ""score"": 0.254, ""portion_g"": 250}, {""item"": ""Fried Fish"", ""usda_match"": ""Fish, whitefish, mixed species, cooked, dry heat"", ""score"": 0.721, ""portion_g"": 120}, {""item"": ""RCF"", ""usda_match"": ""Cornmeal, whole-grain, yellow"", ""score"": 1.0, ""portion_g"": 30}]"
3063,2024-12-08,"RAF(Okro - Mackerel, snail) + Eba + RCF RAF(Okro - Mackerel, snail) + Eba + RCF",8,8,0,"[{""item"": ""Okro - Mackerel"", ""usda_match"": ""Fish, mackerel, Atlantic, cooked, dry heat"", ""score"": 1.0, ""portion_g"": 150}, {""item"": ""snail"", ""usda_match"": ""Mollusks, snail, raw"", ""score"": 0.468, ""portion_g"": 150.0}, {""item"": ""Eba"", ""usda_match"": ""Cassava, raw"", ""score"": 0.419, ""portion_g"": 250}, {""item"": ""RCF RAF"", ""usda_match"": ""Cornmeal, whole-grain, yellow"", ""score"": 1.0, ""portion_g"": 30}, {""item"": ""Okro - Mackerel"", ""usda_match"": ""Fish, mackerel, Atlantic, cooked, dry heat"", ""score"": 1.0, ""portion_g"": 150}, {""item"": ""snail"", ""usda_match"": ""Mollusks, snail, raw"", ""score"": 0.468, ""portion_g"": 150.0}, {""item"": ""Eba"", ""usda_match"": ""Cassava, raw"", ""score"": 0.419, ""portion_g"": 250}, {""item"": ""RCF"", ""usda_match"": ""Cornmeal, whole-grain, yellow"", ""score"": 1.0, ""portion_g"": 30}]"
3064,2024-12-08,"Papa Johns(Pizza, Wings) + RCF + Hot Chocolate(Milk) Papa Johns(Pizza, Wings) + RCF + Hot Chocolate(Milk)",10,10,0,"[{""item"": ""Papa Johns"", ""usda_match"": ""PAPA JOHN'S 14\"" Cheese Pizza, Thin Crust"", ""score"": 0.261, ""portion_g"": 150.0}, {""item"": ""Pizza"", ""usda_match"": ""Pizza, cheese topping, regular crust, frozen, cooked"", ""score"": 0.438, ""portion_g"": 150.0}, {""item"": ""Wings"", ""usda_match"": ""Fast Foods, Fried Chicken, Wing, meat and skin and breading"", ""score"": 0.623, ""portion_g"": 150.0}, {""item"": ""RCF"", ""usda_match"": ""Cornmeal, whole-grain, yellow"", ""score"": 1.0, ""portion_g"": 30}, {""item"": ""Hot Chocolate"", ""usda_match"": ""Milk, chocolate beverage, hot cocoa, homemade"", ""score"": 0.256, ""portion_g"": 150.0}, {""item"": ""Milk) Papa Johns(Pizza"", ""usda_match"": ""Pizza, cheese topping, regular crust, frozen, cooked"", ""score"": 0.384, ""portion_g"": 240}, {""item"": ""Wings"", ""usda_match"": ""Fast Foods, Fried Chicken, Wing, meat and skin and breading"", ""score"": 0.623, ""portion_g"": 150.0}, {""item"": ""RCF"", ""usda_match"": ""Cornmeal, whole-grain, yellow"", ""score"": 1.0, ""portion_g"": 30}, {""item"": ""Hot Chocolate"", ""usda_match"": ""Milk, chocolate beverage, hot cocoa, homemade"", ""score"": 0.256, ""portion_g"": 150.0}, {""item"": ""Milk"", ""usda_match"": ""Milk, whole, 3.25% milkfat, with added vitamin D"", ""score"": 0.536, ""portion_g"": 240}]"
3065,2024-12-08,Boost Fiber(Rich Chocolate) + Walker Shortbread + RCF Boost Fiber(Rich Chocolate) + Walker Shortbread + RCF,7,7,0,"[{""item"": ""Boost Fiber"", ""usda_match"": ""Nutritional supplement for people with diabetes, liquid"", ""score"": 0.355, ""portion_g"": 240}, {""item"": ""Rich Chocolate"", ""usda_match"": ""Beverages, rich chocolate, powder"", ""score"": 0.549, ""portion_g"": 150.0}, {""item"": ""Walker Shortbread"", ""usda_match"": ""Cookies, shortbread, reduced fat"", ""score"": 0.382, ""portion_g"": 60}, {""item"": ""RCF Boost Fiber"", ""usda_match"": ""Nutritional supplement for people with diabetes, liquid"", ""score"": 0.355, ""portion_g"": 240}, {""item"": ""Rich Chocolate"", ""usda_match"": ""Beverages, rich chocolate, powder"", ""score"": 0.549, ""portion_g"": 150.0}, {""item"": ""Walker Shortbread"", ""usda_match"": ""Cookies, shortbread, reduced fat"", ""score"": 0.382, ""portion_g"": 60}, {""item"": ""RCF"", ""usda_match"": ""Cornmeal, whole-grain, yellow"", ""score"": 1.0, ""portion_g"": 30}]"
3066,2024-12-09,Boost Fiber(Chocolate) + RCF  Boost Fiber(Chocolate) + RCF,5,5,0,"[{""item"": ""Boost Fiber"", ""usda_match"": ""Nutritional supplement for people with diabetes, liquid"", ""score"": 0.355, ""portion_g"": 240}, {""item"": ""Chocolate"", ""usda_match"": ""Candies, milk chocolate"", ""score"": 0.293, ""portion_g"": 150.0}, {""item"": ""RCF  Boost Fiber"", ""usda_match"": ""Nutritional supplement for people with diabetes, liquid"", ""score"": 0.355, ""portion_g"": 240}, {""item"": ""Chocolate"", ""usda_match"": ""Candies, milk chocolate"", ""score"": 0.293, ""portion_g"": 150.0}, {""item"": ""RCF"", ""usda_match"": ""Cornmeal, whole-grain, yellow"", ""score"": 1.0, ""portion_g"": 30}]"
3067,2024-12-09,"Papa Johns(Pizza, Wings) + RCF + Lucozade Papa Johns(Pizza, Wings) + RCF + Lucozade",9,9,0,"[{""item"": ""Papa Johns"", ""usda_match"": ""PAPA JOHN'S 14\"" Cheese Pizza, Thin Crust"", ""score"": 0.261, ""portion_g"": 150.0}, {""item"": ""Pizza"", ""usda_match"": ""Pizza, cheese topping, regular crust, frozen, cooked"", ""score"": 0.438, ""portion_g"": 150.0}, {""item"": ""Wings"", ""usda_match"": ""Fast Foods, Fried Chicken, Wing, meat and skin and breading"", ""score"": 0.623, ""portion_g"": 150.0}, {""item"": ""RCF"", ""usda_match"": ""Cornmeal, whole-grain, yellow"", ""score"": 1.0, ""portion_g"": 30}, {""item"": ""Lucozade Papa Johns"", ""usda_match"": ""Carbonated beverage, cream soda"", ""score"": 0.299, ""portion_g"": 150.0}, {""item"": ""Pizza"", ""usda_match"": ""Pizza, cheese topping, regular crust, frozen, cooked"", ""score"": 0.438, ""portion_g"": 150.0}, {""item"": ""Wings"", ""usda_match"": ""Fast Foods, Fried Chicken, Wing, meat and skin and breading"", ""score"": 0.623, ""portion_g"": 150.0}, {""item"": ""RCF"", ""usda_match"": ""Cornmeal, whole-grain, yellow"", ""score"": 1.0, ""portion_g"": 30}, {""item"": ""Lucozade"", ""usda_match"": ""Carbonated beverage, cream soda"", ""score"": 0.328, ""portion_g"": 150.0}]"
3068,2024-12-09,"Papa Johns(Pizza, Wings)  Papa Johns(Pizza, Wings)",4,4,0,"[{""item"": ""Papa Johns"", ""usda_match"": ""PAPA JOHN'S 14\"" Cheese Pizza, Thin Crust"", ""score"": 0.261, ""portion_g"": 150.0}, {""item"": ""Pizza"", ""usda_match"": ""Pizza, cheese topping, regular crust, frozen, cooked"", ""score"": 0.438, ""portion_g"": 150.0}, {""item"": ""Wings)  Papa Johns(Pizza"", ""usda_match"": ""Fast Foods, Fried Chicken, Wing, meat and skin and breading"", ""score"": 0.56, ""portion_g"": 150.0}, {""item"": ""Wings"", ""usda_match"": ""Fast Foods, Fried Chicken, Wing, meat and skin and breading"", ""score"": 0.623, ""portion_g"": 150.0}]"
3069,2024-12-10,"Broiled Eggs(Leek, Olive Oil, Tomatoes) + I RCF + Hot Chocolate(Milk) Broiled Eggs(Leek, Olive Oil, Tomatoes) + I RCF + Hot Chocolate(Milk)",12,12,0,"[{""item"": ""Broiled Eggs"", ""usda_match"": ""Egg, whole, cooked, fried"", ""score"": 0.751, ""portion_g"": 100}, {""item"": ""Leek"", ""usda_match"": ""Asparagus, cooked, boiled, drained"", ""score"": 0.424, ""portion_g"": 150.0}, {""item"": ""Olive Oil"", ""usda_match"": ""Oil, olive, salad or cooking"", ""score"": 0.778, ""portion_g"": 15}, {""item"": ""Tomatoes"", ""usda_match"": ""Tomatoes, red, ripe, cooked"", ""score"": 0.657, ""portion_g"": 150.0}, {""item"": ""I RCF"", ""usda_match"": ""Cornmeal, whole-grain, yellow"", ""score"": 1.0, ""portion_g"": 30}, {""item"": ""Hot Chocolate"", ""usda_match"": ""Milk, chocolate beverage, hot cocoa, homemade"", ""score"": 0.256, ""portion_g"": 150.0}, {""item"": ""Milk) Broiled Eggs(Leek"", ""usda_match"": ""Egg, whole, cooked, fried"", ""score"": 0.722, ""portion_g"": 100}, {""item"": ""Olive Oil"", ""usda_match"": ""Oil, olive, salad or cooking"", ""score"": 0.778, ""portion_g"": 15}, {""item"": ""Tomatoes"", ""usda_match"": ""Tomatoes, red, ripe, cooked"", ""score"": 0.657, ""portion_g"": 150.0}, {""item"": ""I RCF"", ""usda_match"": ""Cornmeal, whole-grain, yellow"", ""score"": 1.0, ""portion_g"": 30}, {""item"": ""Hot Chocolate"", ""usda_match"": ""Milk, chocolate beverage, hot cocoa, homemade"", ""score"": 0.256, ""portion_g"": 150.0}, {""item"": ""Milk"", ""usda_match"": ""Milk, whole, 3.25% milkfat, with added vitamin D"", ""score"": 0.536, ""portion_g"": 240}]"
3070,2024-12-10,Lucozade + RCF Lucozade + RCF,3,3,0,"[{""item"": ""Lucozade"", ""usda_match"": ""Carbonated beverage, cream soda"", ""score"": 0.328, ""portion_g"": 150.0}, {""item"": ""RCF Lucozade"", ""usda_match"": ""Carbonated beverage, cream soda"", ""score"": 0.328, ""portion_g"": 30}, {""item"": ""RCF"", ""usda_match"": ""Cornmeal, whole-grain, yellow"", ""score"": 1.0, ""portion_g"": 30}]"
3071,2024-12-10,"Long Grain Rice(Lard, salt, zartar, chicken seasoning) +  RAF(Egusi, Tripe) + RCF(Peanut) + Lucozade Long Grain Rice(Lard, salt, zartar, chicken seasoning) +  RAF(Egusi, Tripe) + RCF(Peanut) + Lucozade",15,15,0,"[{""item"": ""Long Grain Rice"", ""usda_match"": ""Rice, white, long-grain, regular, cooked, enriched, with salt"", ""score"": 0.784, ""portion_g"": 200}, {""item"": ""Lard"", ""usda_match"": ""Lard"", ""score"": 1.0, ""portion_g"": 150.0}, {""item"": ""chicken seasoning"", ""usda_match"": ""Chicken, broiler or fryers, breast, skinless, boneless, meat only, raw"", ""score"": 0.376, ""portion_g"": 120}, {""item"": ""Egusi"", ""usda_match"": ""Melon, banana (Navajo)"", ""score"": 0.3, ""portion_g"": 200}, {""item"": ""Tripe"", ""usda_match"": ""Restaurant, Latino, tripe soup"", ""score"": 0.343, ""portion_g"": 85}, {""item"": ""RCF"", ""usda_match"": ""Cornmeal, whole-grain, yellow"", ""score"": 1.0, ""portion_g"": 30}, {""item"": ""Peanut"", ""usda_match"": ""Candies, peanut bar"", ""score"": 0.322, ""portion_g"": 150.0}, {""item"": ""Lucozade Long Grain Rice"", ""usda_match"": ""Rice, white, long-grain, regular, cooked, enriched, with salt"", ""score"": 0.784, ""portion_g"": 200}, {""item"": ""Lard"", ""usda_match"": ""Lard"", ""score"": 1.0, ""portion_g"": 150.0}, {""item"": ""chicken seasoning"", ""usda_match"": ""Chicken, broiler or fryers, breast, skinless, boneless, meat only, raw"", ""score"": 0.376, ""portion_g"": 120}, {""item"": ""Egusi"", ""usda_match"": ""Melon, banana (Navajo)"", ""score"": 0.3, ""portion_g"": 200}, {""item"": ""Tripe"", ""usda_match"": ""Restaurant, Latino, tripe soup"", ""score"": 0.343, ""portion_g"": 85}, {""item"": ""RCF"", ""usda_match"": ""Cornmeal, whole-grain, yellow"", ""score"": 1.0, ""portion_g"": 30}, {""item"": ""Peanut"", ""usda_match"": ""Candies, peanut bar"", ""score"": 0.322, ""portion_g"": 150.0}, {""item"": ""Lucozade"", ""usda_match"": ""Carbonated beverage, cream soda"", ""score"": 0.328, ""portion_g"": 150.0}]"
3072,2024-12-11,"Long Grain Rice(Lard, salt, zartar, chicken seasoning) +  RAF(Ponmo, Cowleg) +  Lucozade Long Grain Rice(Lard, salt, zartar, chicken seasoning) +  RAF(Ponmo, Cowleg) +  Lucozade",11,11,0,"[{""item"": ""Long Grain Rice"", ""usda_match"": ""Rice, white, long-grain, regular, cooked, enriched, with salt"", ""score"": 0.784, ""portion_g"": 200}, {""item"": ""Lard"", ""usda_match"": ""Lard"", ""score"": 1.0, ""portion_g"": 150.0}, {""item"": ""chicken seasoning"", ""usda_match"": ""Chicken, broiler or fryers, breast, skinless, boneless, meat only, raw"", ""score"": 0.376, ""portion_g"": 120}, {""item"": ""Ponmo"", ""usda_match"": ""Potatoes, boiled, cooked in skin, skin, with salt"", ""score"": 0.301, ""portion_g"": 80}, {""item"": ""Cowleg"", ""usda_match"": ""Pork, fresh, variety meats and by-products, feet, cooked, simmered"", ""score"": 0.31, ""portion_g"": 150.0}, {""item"": ""Lucozade Long Grain Rice"", ""usda_match"": ""Rice, white, long-grain, regular, cooked, enriched, with salt"", ""score"": 0.784, ""portion_g"": 200}, {""item"": ""Lard"", ""usda_match"": ""Lard"", ""score"": 1.0, ""portion_g"": 150.0}, {""item"": ""chicken seasoning"", ""usda_match"": ""Chicken, broiler or fryers, breast, skinless, boneless, meat only, raw"", ""score"": 0.376, ""portion_g"": 120}, {""item"": ""Ponmo"", ""usda_match"": ""Potatoes, boiled, cooked in skin, skin, with salt"", ""score"": 0.301, ""portion_g"": 80}, {""item"": ""Cowleg"", ""usda_match"": ""Pork, fresh, variety meats and by-products, feet, cooked, simmered"", ""score"": 0.31, ""portion_g"": 150.0}, {""item"": ""Lucozade"", ""usda_match"": ""Carbonated beverage, cream soda"", ""score"": 0.328, ""portion_g"": 150.0}]"
3073,2024-12-12,"Long Grain Rice(Lard, salt, zartar, chicken seasoning) +  RAF(Mutton) + RCF(Peanut)   Long Grain Rice(Lard, salt, zartar, chicken seasoning) +  RAF(Mutton) + RCF(Peanut)",10,10,0,"[{""item"": ""Long Grain Rice"", ""usda_match"": ""Rice, white, long-grain, regular, cooked, enriched, with salt"", ""score"": 0.784, ""portion_g"": 200}, {""item"": ""Lard"", ""usda_match"": ""Lard"", ""score"": 1.0, ""portion_g"": 150.0}, {""item"": ""chicken seasoning"", ""usda_match"": ""Chicken, broiler or fryers, breast, skinless, boneless, meat only, raw"", ""score"": 0.376, ""portion_g"": 120}, {""item"": ""goat meat cooked"", ""usda_match"": ""Turkey, whole, dark meat, cooked, roasted"", ""score"": 0.416, ""portion_g"": 120}, {""item"": ""RCF"", ""usda_match"": ""Cornmeal, whole-grain, yellow"", ""score"": 1.0, ""portion_g"": 30}, {""item"": ""Peanut)   Long Grain Rice(Lard"", ""usda_match"": ""Rice, white, long-grain, regular, cooked, enriched, with salt"", ""score"": 0.733, ""portion_g"": 200}, {""item"": ""chicken seasoning"", ""usda_match"": ""Chicken, broiler or fryers, breast, skinless, boneless, meat only, raw"", ""score"": 0.376, ""portion_g"": 120}, {""item"": ""goat meat cooked"", ""usda_match"": ""Turkey, whole, dark meat, cooked, roasted"", ""score"": 0.416, ""portion_g"": 120}, {""item"": ""RCF"", ""usda_match"": ""Cornmeal, whole-grain, yellow"", ""score"": 1.0, ""portion_g"": 30}, {""item"": ""Peanut"", ""usda_match"": ""Candies, peanut bar"", ""score"": 0.322, ""portion_g"": 150.0}]"
